,id,action,booking,secs_elapsed
0,0035hobuyj,ajax_check_dates,1,2408.0
1,0035hobuyj,ajax_lwlb_contact,1,148240.0
2,0035hobuyj,ajax_refresh_subtotal,1,12201.0
3,0035hobuyj,ask_question,1,1117.0
4,0035hobuyj,confirm_email,1,258735.0
5,0035hobuyj,dashboard,1,69271.0
6,0035hobuyj,glob,1,1237569.0
7,0035hobuyj,header_userpic,1,1927.0
8,0035hobuyj,index,1,1139902.0
9,0035hobuyj,other_hosting_reviews_first,1,109.0
10,0035hobuyj,personalize,1,42378.0
11,0035hobuyj,qt2,1,224346.0
12,0035hobuyj,qt_reply_v2,1,2663.0
13,0035hobuyj,search_results,1,1117384.0
14,0035hobuyj,show,1,851294.0
15,0035hobuyj,show_personalize,1,865.0
16,0035hobuyj,similar_listings,1,2927.0
17,0035hobuyj,update,1,276301.0
49,00fn6wu77e,ajax_refresh_subtotal,1,421.0
50,00fn6wu77e,create,1,141460.0
51,00fn6wu77e,header_userpic,1,5828.0
52,00fn6wu77e,hosting_social_proof,1,1172151.0
53,00fn6wu77e,index,1,104074.0
54,00fn6wu77e,personalize,1,4744.0
55,00fn6wu77e,search_results,1,83075.0
56,00fn6wu77e,show,1,1089312.0
57,00fn6wu77e,similar_listings,1,2024.0
58,00fn6wu77e,verify,1,17868.0
59,00fyswof3k,active,1,6602.0
60,00fyswof3k,confirm_email,1,154221.0
61,00fyswof3k,create,1,52381.0
62,00fyswof3k,decision_tree,1,64.0
63,00fyswof3k,edit,1,320829.0
64,00fyswof3k,edit_verification,1,2508.0
65,00fyswof3k,faq_category,1,52138.0
66,00fyswof3k,faq_experiment_ids,1,66.0
67,00fyswof3k,index,1,83949.0
68,00fyswof3k,languages_multiselect,1,256194.0
69,00fyswof3k,manage_listing,1,22664.0
70,00fyswof3k,personalize,1,1090.0
71,00fyswof3k,phone_number_widget,1,694.0
72,00fyswof3k,populate_help_dropdown,1,18229.0
73,00fyswof3k,recent_reservations,1,975709.0
74,00fyswof3k,references,1,14490.0
75,00fyswof3k,set_user,1,791.0
76,00fyswof3k,show,1,17186.0
77,00fyswof3k,similar_listings,1,965.0
78,00fyswof3k,update,1,1579765.0
79,00fyswof3k,verify,1,64253.0
106,00iapy7gb3,active,1,12672.0
107,00iapy7gb3,ajax_refresh_subtotal,1,1829.0
108,00iapy7gb3,confirm_email,1,80197.0
109,00iapy7gb3,dashboard,1,475.0
110,00iapy7gb3,faq,1,143.0
111,00iapy7gb3,faq_experiment_ids,1,68.0
112,00iapy7gb3,header_userpic,1,6767.0
113,00iapy7gb3,index,1,38443.0
114,00iapy7gb3,personalize,1,2216.0
115,00iapy7gb3,populate_help_dropdown,1,688800.0
116,00iapy7gb3,show,1,2747.0
117,00iapy7gb3,similar_listings,1,245.0
139,00s1ecz3b2,ajax_refresh_subtotal,1,5907.0
140,00s1ecz3b2,create,1,225645.0
141,00s1ecz3b2,header_userpic,1,6414.0
142,00s1ecz3b2,pending,1,0.0
143,00s1ecz3b2,personalize,1,1099.0
144,00s1ecz3b2,populate_from_facebook,1,55653.0
145,00s1ecz3b2,requested,1,73824.0
146,00s1ecz3b2,show,1,5921.0
147,00s1ecz3b2,signup_login,1,37894.0
148,00s1ecz3b2,similar_listings,1,52.0
149,00s1ecz3b2,travel_plans_current,1,1556.0
150,00s1ecz3b2,verify,1,57726.0
209,01188d2ec6,ajax_check_dates,1,24703.0
210,01188d2ec6,ajax_lwlb_contact,1,189112.0
211,01188d2ec6,ajax_refresh_subtotal,1,8199.0
212,01188d2ec6,ask_question,1,2109.0
213,01188d2ec6,confirm_email,1,90863.0
214,01188d2ec6,create,1,82748.0
215,01188d2ec6,dashboard,1,1400.0
216,01188d2ec6,edit,1,6773.0
217,01188d2ec6,header_userpic,1,2221.0
218,01188d2ec6,index,1,188192.0
219,01188d2ec6,personalize,1,26102.0
220,01188d2ec6,phone_number_widget,1,1274.0
221,01188d2ec6,search_results,1,103085.0
222,01188d2ec6,show,1,404565.0
223,01188d2ec6,show_personalize,1,1739.0
224,01188d2ec6,similar_listings,1,4787.0
225,01188d2ec6,update,1,624290.0
226,01188d2ec6,verify,1,15261.0
227,015wz0i7jm,ajax_image_upload,1,66106.0
228,015wz0i7jm,confirm_email,1,26333.0
229,015wz0i7jm,create,1,161131.0
230,015wz0i7jm,dashboard,1,338.0
231,015wz0i7jm,edit,1,8838.0
232,015wz0i7jm,edit_verification,1,11899.0
233,015wz0i7jm,header_userpic,1,529.0
234,015wz0i7jm,index,1,50192.0
235,015wz0i7jm,personalize,1,5387.0
236,015wz0i7jm,phone_number_widget,1,543.0
237,015wz0i7jm,profile_pic,1,1457.0
238,015wz0i7jm,references,1,1883.0
239,015wz0i7jm,reviews_new,1,8459.0
240,015wz0i7jm,search_results,1,75387.0
241,015wz0i7jm,show,1,92947.0
242,015wz0i7jm,similar_listings,1,2086.0
243,015wz0i7jm,update,1,146770.0
244,015wz0i7jm,verify,1,22768.0
258,01b38fp04a,ajax_check_dates,1,370.0
259,01b38fp04a,ajax_get_results,1,74800.0
260,01b38fp04a,ajax_photo_widget,1,678.0
261,01b38fp04a,ajax_photo_widget_form_iframe,1,1272.0
262,01b38fp04a,ajax_refresh_subtotal,1,207587.0
263,01b38fp04a,ajax_send_message,1,2010.0
264,01b38fp04a,authenticate,1,20062.0
265,01b38fp04a,complete,1,17250.0
266,01b38fp04a,confirm_email,1,329367.0
267,01b38fp04a,create,1,25663.0
268,01b38fp04a,dashboard,1,408.0
269,01b38fp04a,header_userpic,1,1771.0
270,01b38fp04a,hosting_social_proof,1,2715.0
271,01b38fp04a,index,1,216762.0
272,01b38fp04a,listings,1,21.0
273,01b38fp04a,multi_message,1,12245.0
274,01b38fp04a,multi_message_attributes,1,6467.0
275,01b38fp04a,my,1,12573.0
276,01b38fp04a,pending,1,15369.0
277,01b38fp04a,personalize,1,8826.0
278,01b38fp04a,profile_pic,1,323.0
279,01b38fp04a,search_results,1,169131.0
280,01b38fp04a,show,1,310110.0
281,01b38fp04a,show_personalize,1,1831.0
