,id,action,booking,secs_elapsed
18,009a40t3dk,active,0,50959.0
19,009a40t3dk,confirm_email,0,1028988.0
20,009a40t3dk,create,0,294665.0
21,009a40t3dk,dashboard,0,694.0
22,009a40t3dk,edit,0,13741.0
23,009a40t3dk,header_userpic,0,10123.0
24,009a40t3dk,pending,0,0.0
25,009a40t3dk,personalize,0,314.0
26,009a40t3dk,qt2,0,4537.0
27,009a40t3dk,requested,0,45796.0
28,009a40t3dk,search,0,2750.0
29,009a40t3dk,show,0,542198.0
30,009a40t3dk,similar_listings,0,379.0
31,009a40t3dk,travel_plans_current,0,1948.0
32,009a40t3dk,verify,0,12915.0
33,00fhpdik5t,authenticate,0,5403.0
34,00fhpdik5t,callback,0,10081.0
35,00fhpdik5t,confirm_email,0,3416.0
36,00fhpdik5t,connect,0,6303.0
37,00fhpdik5t,create_multiple,0,85502.0
38,00fhpdik5t,dashboard,0,307.0
39,00fhpdik5t,edit,0,5399.0
40,00fhpdik5t,header_userpic,0,214.0
41,00fhpdik5t,hosting_social_proof,0,9947.0
42,00fhpdik5t,index,0,65443.0
43,00fhpdik5t,login_modal,0,6730.0
44,00fhpdik5t,referrer_status,0,2034.0
45,00fhpdik5t,show,0,4742.0
46,00fhpdik5t,show_personalize,0,470.0
47,00fhpdik5t,signup_modal,0,8914.0
48,00fhpdik5t,tell_a_friend,0,6182.0
80,00g52q8uim,ajax_refresh_subtotal,0,2892.0
81,00g52q8uim,apply_reservation,0,15302.0
82,00g52q8uim,calendar_tab_inner2,0,74007.0
83,00g52q8uim,callback,0,14153.0
84,00g52q8uim,connect,0,18010.0
85,00g52q8uim,edit,0,29522.0
86,00g52q8uim,edit_verification,0,4285.0
87,00g52q8uim,header_userpic,0,329.0
88,00g52q8uim,hosting_social_proof,0,7468.0
89,00g52q8uim,index,0,73415.0
90,00g52q8uim,personalize,0,5669.0
91,00g52q8uim,search_results,0,13088.0
92,00g52q8uim,show,0,200338.0
93,00g52q8uim,show_personalize,0,2367.0
94,00g52q8uim,similar_listings,0,923.0
95,00g52q8uim,this_hosting_reviews,0,35934.0
96,00hy2p1zsj,ajax_refresh_subtotal,0,693.0
97,00hy2p1zsj,ask_question,0,902.0
98,00hy2p1zsj,confirm_email,0,223215.0
99,00hy2p1zsj,dashboard,0,1191.0
100,00hy2p1zsj,header_userpic,0,2071.0
101,00hy2p1zsj,index,0,22197.0
102,00hy2p1zsj,personalize,0,2846.0
103,00hy2p1zsj,search_results,0,10439.0
104,00hy2p1zsj,show,0,11950.0
105,00hy2p1zsj,show_personalize,0,745.0
118,00kc2e4bgp,ajax_refresh_subtotal,0,5807.0
119,00kc2e4bgp,header_userpic,0,541.0
120,00kc2e4bgp,index,0,1054114.0
121,00kc2e4bgp,open_graph_setting,0,10546.0
122,00kc2e4bgp,other_hosting_reviews_first,0,183.0
123,00kc2e4bgp,personalize,0,57824.0
124,00kc2e4bgp,search_results,0,971918.0
125,00kc2e4bgp,show,0,213564.0
126,00kc2e4bgp,similar_listings,0,3700.0
127,00kc2e4bgp,update,0,62984.0
128,00ljwkmboz,ajax_refresh_subtotal,0,104659.0
129,00ljwkmboz,authenticate,0,24259.0
130,00ljwkmboz,confirm_email,0,272936.0
131,00ljwkmboz,dashboard,0,729.0
132,00ljwkmboz,header_userpic,0,2045.0
133,00ljwkmboz,hosting_social_proof,0,165.0
134,00ljwkmboz,index,0,1941926.0
135,00ljwkmboz,personalize,0,24476.0
136,00ljwkmboz,search_results,0,555065.0
137,00ljwkmboz,show,0,218060.0
138,00ljwkmboz,similar_listings,0,1790.0
151,00uh75242k,header_userpic,0,1767.0
152,00uh75242k,hosting_social_proof,0,13522.0
153,00uh75242k,index,0,41707.0
154,00uh75242k,personalize,0,8330.0
155,00uh75242k,search_results,0,443.0
156,00uh75242k,show,0,16615.0
157,00uh75242k,update,0,6329.0
158,00v0o06skl,active,0,60690.0
159,00v0o06skl,ajax_check_dates,0,725.0
160,00v0o06skl,ajax_lwlb_contact,0,638334.0
161,00v0o06skl,ajax_photo_widget_form_iframe,0,7061.0
162,00v0o06skl,ajax_refresh_subtotal,0,32255.0
163,00v0o06skl,ask_question,0,6514.0
164,00v0o06skl,calendar_tab_inner2,0,225251.0
165,00v0o06skl,complete_status,0,3459.0
166,00v0o06skl,confirm_email,0,332395.0
167,00v0o06skl,create,0,27421.0
168,00v0o06skl,dashboard,0,410.0
169,00v0o06skl,header_userpic,0,1896.0
170,00v0o06skl,identity,0,17575.0
171,00v0o06skl,index,0,522774.0
172,00v0o06skl,kba,0,56828.0
173,00v0o06skl,kba_update,0,75605.0
174,00v0o06skl,personalize,0,23672.0
175,00v0o06skl,populate_from_facebook,0,28014.0
176,00v0o06skl,qt2,0,2542.0
177,00v0o06skl,qt_with,0,42142.0
178,00v0o06skl,search,0,30262.0
179,00v0o06skl,show,0,444324.0
180,00v0o06skl,show_personalize,0,12217.0
181,00v0o06skl,similar_listings,0,3345.0
182,00v0o06skl,travel_plans_current,0,3575.0
183,00v0o06skl,verify,0,31668.0
184,00v3py7ooq,account,0,12747.0
185,00v3py7ooq,ajax_refresh_subtotal,0,533.0
186,00v3py7ooq,authenticate,0,570595.0
187,00v3py7ooq,create,0,39491.0
188,00v3py7ooq,edit,0,108666.0
189,00v3py7ooq,header_userpic,0,4770.0
190,00v3py7ooq,index,0,29140.0
191,00v3py7ooq,mobile_landing_page,0,37809.0
192,00v3py7ooq,notifications,0,469.0
193,00v3py7ooq,personalize,0,23862.0
194,00v3py7ooq,phone_number_widget,0,770.0
195,00v3py7ooq,populate_from_facebook,0,75132.0
196,00v3py7ooq,show,0,69815.0
197,00v3py7ooq,show_personalize,0,246620.0
198,00v3py7ooq,update,0,72962.0
199,00v3py7ooq,verify,0,126539.0
200,00v742bb74,active,0,143162.0
201,00v742bb74,collections,0,42076.0
202,00v742bb74,index,0,4706.0
203,00v742bb74,notifications,0,128.0
204,00v742bb74,search,0,53403.0
205,00v742bb74,show,0,90267.0
206,00v742bb74,social_connections,0,5515.0
207,00v742bb74,unavailabilities,0,94678.0
208,00v742bb74,update,0,3931.0
245,0174n9s5zb,active,0,472361.0
246,0174n9s5zb,collections,0,345419.0
247,0174n9s5zb,index,0,5336.0
248,0174n9s5zb,notifications,0,441.0
249,0174n9s5zb,search,0,300461.0
250,0174n9s5zb,show,0,121559.0
251,0174n9s5zb,social_connections,0,8541.0
252,0174n9s5zb,update,0,3443.0
253,017hizxm3t,ask_question,0,1140.0
254,017hizxm3t,confirm_email,0,94339.0
255,017hizxm3t,dashboard,0,489.0
256,017hizxm3t,header_userpic,0,86892.0
257,019h7z9hyq,show,0,371.0
306,01l5gtpaww,header_userpic,0,257.0
307,01l5gtpaww,personalize,0,90.0
308,01l5gtpaww,update,0,10177.0
309,01mc83wvzb,ajax_refresh_subtotal,0,604.0
310,01mc83wvzb,authenticate,0,14852.0
311,01mc83wvzb,header_userpic,0,598.0
312,01mc83wvzb,index,0,139426.0
313,01mc83wvzb,personalize,0,1917.0
314,01mc83wvzb,search_results,0,85709.0
315,01mc83wvzb,show,0,38986.0
316,01mc83wvzb,similar_listings,0,34.0
363,01vcdymtdm,active,0,570.0
364,01vcdymtdm,authorize,0,6760.0
365,020ia9eujh,ajax_refresh_subtotal,0,42372.0
366,020ia9eujh,confirm_email,0,173058.0
367,020ia9eujh,create,0,39221.0
368,020ia9eujh,dashboard,0,401.0
369,020ia9eujh,edit,0,6323.0
370,020ia9eujh,header_userpic,0,668.0
371,020ia9eujh,personalize,0,51.0
372,020ia9eujh,phone_number_widget,0,809.0
373,020ia9eujh,remove_dashboard_alert,0,8865.0
374,020ia9eujh,show,0,21544.0
375,020ia9eujh,similar_listings,0,1216.0
376,020ia9eujh,update,0,361346.0
377,020ia9eujh,verify,0,18875.0
378,021h9b5hoe,ajax_check_dates,0,841.0
379,021h9b5hoe,ajax_lwlb_contact,0,162716.0
380,021h9b5hoe,ajax_refresh_subtotal,0,4981.0
381,021h9b5hoe,ask_question,0,828.0
